2086.0285895141 1.0002795503
2086.0490211779 1.0001366442
2086.0694530411 1.0003453109
2086.0898848046 1.0002804297
2086.1103165671 1.0002780901
2086.1307483297 1.0002281811
2086.1511800922 1.0003255369
2086.1716118543 1.0001128850
2086.1920436160 1.0002986275
2086.2124753776 1.0002520538
2086.2329072389 1.0000015690
2086.2533390000 1.0003631803
2086.2737706606 1.0003152047
2086.2942025214 1.0001985427
2086.3146342817 1.0002178584
2086.3350659413 1.0001798590
2086.3554978017 1.0000851883
2086.3759295610 1.0002425145
2086.3963612202 1.0003519176
2086.4167930791 1.0001234913
2086.4372248380 1.0002617943
2086.4576564962 1.0004623519
2086.4780883547 1.0002732709
2086.4985201126 1.0003625668
2086.5189517704 1.0005067703
2086.5393836279 1.0002639232
2086.5598152853 1.0002543978
2086.5802471419 1.0002588921
2086.6006788989 1.0002486537
2086.6211106554 1.0000484117
2086.6415424114 1.0002039040
2086.6619741675 1.0001401486
2086.6824059230 1.0002520387
2086.7028376786 1.0003319480
2086.7232694337 1.0000685559
2086.7437011888 1.0001815727
2086.7641329435 1.0002051030
2086.7845646976 1.0001605917
2086.8049964523 1.0000803726
2086.8254283061 1.0002908801
2086.8458599597 1.0001640356
2086.8662917130 1.0000686143
2086.8867235663 1.0002698572
2086.9071552195 1.0000615521
2086.9275870719 1.0001323284
2086.9480188247 1.0001064142
2086.9684504769 1.0000771031
2086.9888823284 0.9999543274
2087.0093140802 1.0001700696
2087.0297457315 1.0001469866
2087.0501775830 1.0000072018
2087.0706093339 1.0000255292
2087.0910410844 1.0003239309
2087.1114728353 1.0001576505
2087.1319045853 1.0001039738
2087.1523363353 1.0001451032
2087.1727680848 1.0002719715
2087.1931998343 1.0001512218
2087.2136315834 1.0000842155
2087.2340633324 1.0001523515
2087.2544950815 1.0001211025
2087.2749269297 1.0000361708
2087.2953585777 1.0001400525
2087.3157903259 1.0000457441
2087.3362221736 0.9999652189
2087.3566538212 1.0000954030
2087.3770855684 1.0001356731
2087.3975174152 1.0000490838
2087.4179490623 1.0002464466
2087.4383808086 1.0000693651
2087.4588126549 1.0000219277
2087.4792443011 1.0000355336
2087.4996760469 1.0001153228
2087.5201078923 1.0000116167
2087.5405395376 0.9999316279
2087.5609712824 1.0000173782
2087.5814031274 1.0000479180
2087.6018347717 1.0000414488
2087.6222666162 1.0000654011
2087.6426983601 1.0001568431
2087.6631301041 0.9998240156
2087.7039935910 0.9999659664
2087.7244253340 1.0000483705
2087.7448571771 0.9998919364
2087.7652888196 1.0000603011
2087.7857205616 0.9999475845
2087.8061524038 1.0000259126
2087.8265840458 1.0001051460
2087.8470157874 0.9999929237
2087.8674476291 1.0000455205
2087.8878792701 0.9999552606
2087.9083110108 0.9999856733
2087.9287428516 0.9999938164
2087.9491744922 1.0000960307
2087.9696062324 0.9997854317
2087.9900379721 0.9952579208
2088.0104697119 0.9922291652
2088.0309015512 0.9930249338
2088.0513331909 0.9983148462
2088.0717649297 0.9998755913
2088.0921967686 0.9998450581
2088.1126285070 1.0001440621
2088.1330601452 0.9999070050
2088.1534919832 1.0000141981
2088.1739237211 0.9998603215
2088.1943553588 0.9999019873
2088.2147871964 1.0000436999
2088.2352189329 1.0000970427
2088.2556505697 0.9999876155
2088.2760824068 0.9998721838
2088.2965141428 0.9999171097
2088.3169457791 0.9999571880
2088.3373776153 0.9998791868
2088.3578093508 0.9999312864
2088.3782411860 1.0000371590
2088.3986728215 0.9998149425
2088.4191045566 1.0000557338
2088.4395363908 0.9999652106
2088.4599680253 1.0000404010
2088.4803997600 0.9998389601
2088.5008315938 1.0000917529
2088.5212632278 0.9998916610
2088.5416949610 0.9999658893
2088.5621267948 1.0001214875
2088.5825585276 0.9999999452
2088.6029901607 0.9998549492
2088.6234219931 0.9999116739
2088.6438537259 0.9999649602
2088.6642853576 0.9999465465
2088.6847171895 0.9999209001
2088.7051489213 0.9999208359
2088.7255806527 0.9999021902
2088.7460123841 1.0000604623
2088.7664440149 1.0000135381
2088.7868758459 1.0000000548
2088.8073075763 1.0000290510
2088.8277392066 0.9999185953
2088.8481710367 0.9999447597
2088.8686027667 0.9999957826
2088.8890343960 0.9999646582
2088.9094662257 0.9999418313
2088.9298979547 1.0000193034
2088.9503296837 0.9998540290
2088.9707614123 0.9998547123
2088.9911931409 0.9998527164
2089.0116248690 0.9997958811
2089.0320565971 0.9997518806
2089.0524883247 0.9997885160
2089.0729201525 0.9998384903
2089.0933518796 0.9997924566
2089.1137835067 0.9998504547
2089.1342153335 0.9998930009
2089.1546470597 0.9997407113
2089.1750786863 0.9998679168
2089.1955105127 0.9998411807
2089.2159422385 0.9998873631
2089.2363738641 0.9997947010
2089.2568056895 0.9998448590
2089.2772374148 0.9999949986
2089.2976690400 0.9999898846
2089.3181008645 0.9998688364
2089.3385325894 0.9997508635
2089.3589642136 0.9997311059
2089.3793960381 0.9998447920
